# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
22.968,19794,44.526,-10.303,44.561,10.304,660.21,50.422,662.13,4.3673,1.7655,0.1133,28.61,-80.598,9.7731,0.14245,5.6702,2.0852,-0.53681,9644.8,4464,2.6093,0.019221,129.64,107.8,5.4262,0.14331,3572619,0,5.2117,0.93906,0.93912,0.29669,0.5197,0.12267,0.015095,0.069333,9.0695e-4,0,0,0,0,0.012443,0.0056792,4.024,82.049,79.41,2.8296,NaN,-24.879,469.41,316.22,5e-3,3.9229
22.973,19795,44.475,-10.302,44.51,10.302,660.24,50.428,662.16,4.3677,1.7649,0.11319,28.61,-80.598,9.7731,0.14314,5.6702,2.0891,-0.53832,9644.8,4464,2.6093,0.019221,129.64,107.8,5.4259,0.14315,3568550,0,5.2001,0.9391,0.93916,0.29675,0.51969,0.12266,0.015168,0.069779,9.2259e-4,0,0,0,0,0.012518,0.0056726,4.024,82.049,79.399,2.8305,NaN,-24.881,469.4,316.22,5e-3,3.9231
22.978,19796,44.423,-10.301,44.458,10.301,660.27,50.435,662.19,4.3681,1.7644,0.11308,28.61,-80.598,9.7731,0.14383,5.6702,2.0931,-0.53983,9644.8,4464,2.6093,0.019221,129.64,107.8,5.4255,0.14299,3564481,0,5.1886,0.93915,0.93921,0.29681,0.51968,0.12266,0.015242,0.069692,6.6959e-4,0,0,0,0,0.012594,0.005666,4.024,82.049,79.388,2.8314,NaN,-24.882,469.38,316.22,5e-3,3.9232
22.983,19796,44.372,-10.299,44.407,10.3,660.29,50.441,662.22,4.3684,1.7638,0.11298,28.61,-80.598,9.7731,0.14452,5.6702,2.0971,-0.54134,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4252,0.14283,3560413,0,5.1771,0.93919,0.93925,0.29687,0.51967,0.12265,0.015316,0.070158,6.8645e-4,0,0,0,0,0.01267,0.0056594,4.024,82.049,79.377,2.8323,NaN,-24.884,469.37,316.22,5e-3,3.9233
22.988,19797,44.32,-10.298,44.355,10.299,660.32,50.447,662.25,4.3688,1.7632,0.11287,28.61,-80.598,9.7731,0.14521,5.6702,2.1011,-0.54283,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4249,0.14267,3556346,0,5.1656,0.93923,0.93929,0.29693,0.51966,0.12265,0.01539,0.070737,0.0012273,0,0,0,0,0.012747,0.0056528,4.024,82.049,79.367,2.8332,NaN,-24.885,469.36,316.22,5e-3,3.9234
22.993,19798,44.269,-10.297,44.304,10.298,660.35,50.454,662.28,4.3692,1.7627,0.11277,28.61,-80.598,9.7731,0.14591,5.6702,2.1051,-0.5443,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4246,0.14251,3552280,0,5.1541,0.93928,0.93934,0.29699,0.51965,0.12264,0.015465,0.0709,0.0012992,0,0,0,0,0.012824,0.0056462,4.024,82.049,79.356,2.8341,NaN,-24.886,469.34,316.22,5e-3,3.9236
22.998,19799,44.217,-10.296,44.252,10.296,660.38,50.46,662.3,4.3695,1.7621,0.11266,28.61,-80.598,9.7731,0.14662,5.6702,2.1091,-0.54579,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4243,0.14235,3548215,0,5.1426,0.93932,0.93938,0.29705,0.51964,0.12263,0.01554,0.071224,3.8437e-4,0,0,0,0,0.012902,0.0056397,4.024,82.049,79.345,2.835,NaN,-24.888,469.33,316.22,5e-3,3.9237
23.003,19799,44.166,-10.295,44.201,10.295,660.41,50.467,662.33,4.3699,1.7616,0.11256,28.61,-80.598,9.7731,0.14733,5.6702,2.1131,-0.54726,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4239,0.14219,3544150,0,5.1312,0.93937,0.93943,0.29711,0.51962,0.12263,0.015616,0.071298,0.0013348,0,0,0,0,0.012981,0.0056331,4.024,82.049,79.334,2.8359,NaN,-24.889,469.31,316.22,5e-3,3.9238
23.008,19800,44.114,-10.293,44.149,10.294,660.44,50.473,662.36,4.3703,1.761,0.11245,28.61,-80.598,9.7731,0.14804,5.6702,2.1171,-0.54873,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4236,0.14203,3540087,0,5.1198,0.93941,0.93947,0.29717,0.51961,0.12262,0.015693,0.071558,0.0011798,0,0,0,0,0.01306,0.0056265,4.024,82.049,79.323,2.8369,NaN,-24.891,469.3,316.22,5e-3,3.9239
23.013,19801,44.063,-10.292,44.098,10.293,660.46,50.479,662.39,4.3706,1.7605,0.11235,28.61,-80.598,9.7731,0.14875,5.6702,2.1212,-0.55021,9644.8,4464,2.6093,0.019221,129.63,107.8,5.4233,0.14187,3536024,0,5.1083,0.93946,0.93952,0.29724,0.5196,0.12262,0.015769,0.072497,8.3175e-4,0,0,0,0,0.013139,0.0056199,4.024,82.049,79.312,2.8378,NaN,-24.892,469.28,316.21,5e-3,3.924
23.018,19801,44.011,-10.291,44.046,10.292,660.49,50.486,662.42,4.371,1.7599,0.11224,28.61,-80.598,9.7731,0.14947,5.6702,2.1253,-0.55164,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4229,0.14171,3531962,0,5.0969,0.9395,0.93957,0.2973,0.51959,0.12261,0.015846,0.072962,9.306e-4,0,0,0,0,0.01322,0.0056133,4.024,82.049,79.301,2.8387,NaN,-24.894,469.27,316.21,5e-3,3.9241
23.023,19802,43.96,-10.29,43.995,10.29,660.52,50.492,662.45,4.3714,1.7594,0.11214,28.61,-80.598,9.7731,0.1502,5.6702,2.1293,-0.55309,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4226,0.14155,3527901,0,5.0855,0.93954,0.93961,0.29736,0.51958,0.1226,0.015924,0.073499,0.001315,0,0,0,0,0.0133,0.0056067,4.024,82.049,79.29,2.8396,NaN,-24.895,469.26,316.21,5e-3,3.9243
23.028,19803,43.908,-10.289,43.944,10.289,660.55,50.498,662.48,4.3717,1.7588,0.11203,28.61,-80.598,9.7731,0.15093,5.6702,2.1334,-0.55451,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4223,0.14139,3523841,0,5.0742,0.93959,0.93966,0.29742,0.51957,0.1226,0.016002,0.072944,8.5713e-4,0,0,0,0,0.013382,0.0056001,4.024,82.049,79.279,2.8405,NaN,-24.897,469.24,316.21,5e-3,3.9244
23.033,19804,43.857,-10.287,43.892,10.288,660.58,50.505,662.5,4.3721,1.7583,0.11193,28.61,-80.598,9.7731,0.15166,5.6702,2.1375,-0.55596,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4219,0.14123,3519782,0,5.0628,0.93963,0.9397,0.29748,0.51956,0.12259,0.01608,0.073722,6.5082e-4,0,0,0,0,0.013464,0.0055936,4.024,82.049,79.268,2.8414,NaN,-24.898,469.23,316.21,5e-3,3.9245
23.038,19804,43.805,-10.286,43.841,10.287,660.6,50.511,662.53,4.3725,1.7577,0.11182,28.61,-80.598,9.7731,0.1524,5.6702,2.1416,-0.55736,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4216,0.14107,3515723,0,5.0515,0.93968,0.93975,0.29755,0.51955,0.12259,0.016159,0.073566,7.9073e-4,0,0,0,0,0.013546,0.005587,4.024,82.049,79.257,2.8424,NaN,-24.9,469.21,316.21,5e-3,3.9246
23.043,19805,43.754,-10.285,43.789,10.286,660.63,50.518,662.56,4.3728,1.7572,0.11172,28.61,-80.598,9.7731,0.15314,5.6702,2.1458,-0.55876,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4213,0.14091,3511666,0,5.0401,0.93972,0.93979,0.29761,0.51954,0.12258,0.016239,0.074604,0.0012313,0,0,0,0,0.013629,0.0055804,4.024,82.049,79.246,2.8433,NaN,-24.901,469.2,316.21,5e-3,3.9247
23.048,19806,43.703,-10.284,43.738,10.284,660.66,50.524,662.59,4.3732,1.7566,0.11161,28.61,-80.598,9.7731,0.15388,5.6702,2.1499,-0.56014,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4209,0.14075,3507609,0,5.0288,0.93977,0.93984,0.29767,0.51953,0.12258,0.016319,0.07502,4.6289e-4,0,0,0,0,0.013713,0.0055738,4.024,82.049,79.235,2.8442,NaN,-24.902,469.19,316.21,5e-3,3.9249
23.053,19806,43.651,-10.283,43.686,10.283,660.69,50.53,662.62,4.3736,1.7561,0.11151,28.61,-80.598,9.7731,0.15463,5.6702,2.154,-0.56153,9644.8,4464,2.6093,0.019221,129.62,107.8,5.4206,0.14059,3503553,0,5.0175,0.93981,0.93988,0.29773,0.51951,0.12257,0.016399,0.074763,9.9379e-4,0,0,0,0,0.013797,0.0055672,4.024,82.049,79.224,2.8451,NaN,-24.904,469.17,316.21,5e-3,3.925
23.058,19807,43.6,-10.282,43.635,10.282,660.72,50.537,662.65,4.3739,1.7555,0.11141,28.61,-80.598,9.7731,0.15538,5.6702,2.1582,-0.5629,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4202,0.14044,3499498,0,5.0062,0.93986,0.93993,0.29779,0.5195,0.12256,0.01648,0.07499,8.7714e-4,0,0,0,0,0.013882,0.0055607,4.024,82.049,79.213,2.846,NaN,-24.905,469.16,316.21,5e-3,3.9251
23.063,19808,43.548,-10.28,43.584,10.281,660.74,50.543,662.67,4.3743,1.755,0.1113,28.61,-80.598,9.7731,0.15614,5.6702,2.1624,-0.56426,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4199,0.14028,3495444,0,4.9949,0.93991,0.93998,0.29786,0.51949,0.12256,0.016561,0.076208,7.6975e-4,0,0,0,0,0.013968,0.0055541,4.024,82.049,79.201,2.8469,NaN,-24.907,469.14,316.21,5e-3,3.9252
23.068,19809,43.497,-10.279,43.532,10.28,660.77,50.55,662.7,4.3747,1.7545,0.1112,28.61,-80.598,9.7731,0.15691,5.6702,2.1665,-0.56562,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4195,0.14012,3491391,0,4.9837,0.93995,0.94002,0.29792,0.51948,0.12255,0.016643,0.076332,0.0012622,0,0,0,0,0.014054,0.0055475,4.024,82.049,79.19,2.8479,NaN,-24.908,469.13,316.2,5e-3,3.9253
23.073,19809,43.446,-10.278,43.481,10.279,660.8,50.556,662.73,4.375,1.7539,0.11109,28.61,-80.598,9.7731,0.15767,5.6702,2.1707,-0.56698,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4192,0.13996,3487338,0,4.9724,0.94,0.94007,0.29798,0.51947,0.12255,0.016725,0.076097,4.6748e-4,0,0,0,0,0.01414,0.0055409,4.024,82.049,79.179,2.8488,NaN,-24.91,469.12,316.2,5e-3,3.9255
23.078,19810,43.394,-10.277,43.43,10.277,660.83,50.562,662.76,4.3754,1.7534,0.11099,28.61,-80.598,9.7731,0.15844,5.6702,2.1749,-0.56834,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4188,0.1398,3483286,0,4.9612,0.94004,0.94012,0.29804,0.51946,0.12254,0.016808,0.076544,0.0011077,0,0,0,0,0.014227,0.0055344,4.024,82.049,79.168,2.8497,NaN,-24.911,469.1,316.2,5e-3,3.9257
23.083,19811,43.343,-10.276,43.378,10.276,660.86,50.569,662.79,4.3758,1.7528,0.11089,28.61,-80.598,9.7731,0.15922,5.6702,2.1791,-0.56968,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4185,0.13964,3479236,0,4.95,0.94009,0.94016,0.29811,0.51945,0.12253,0.016891,0.077544,5.8582e-4,0,0,0,0,0.014315,0.0055278,4.024,82.049,79.157,2.8506,NaN,-24.913,469.09,316.2,5e-3,3.9259
23.088,19811,43.291,-10.275,43.327,10.275,660.88,50.575,662.82,4.3761,1.7523,0.11078,28.61,-80.598,9.7731,0.16,5.6702,2.1834,-0.57101,9644.8,4464,2.6093,0.019221,129.61,107.8,5.4181,0.13948,3475186,0,4.9388,0.94013,0.94021,0.29817,0.51944,0.12253,0.016975,0.077539,7.8173e-4,0,0,0,0,0.014404,0.0055212,4.024,82.049,79.145,2.8515,NaN,-24.914,469.07,316.2,5e-3,3.926
23.093,19812,43.24,-10.273,43.276,10.274,660.91,50.582,662.85,4.3765,1.7517,0.11068,28.61,-80.598,9.7731,0.16079,5.6702,2.1876,-0.57234,9644.8,4464,2.6093,0.019221,129.6,107.8,5.4178,0.13932,3471137,0,4.9276,0.94018,0.94026,0.29823,0.51943,0.12252,0.017059,0.07799,5.6038e-4,0,0,0,0,0.014493,0.0055146,4.024,82.049,79.134,2.8525,NaN,-24.915,469.06,316.2,5e-3,3.9263
23.098,19813,43.189,-10.272,43.224,10.273,660.94,50.588,662.87,4.3769,1.7512,0.11058,28.61,-80.598,9.7731,0.16158,5.6702,2.1919,-0.57365,9644.8,4464,2.6093,0.019221,129.6,107.8,5.4174,0.13916,3467088,0,4.9165,0.94023,0.9403,0.29829,0.51942,0.12252,0.017144,0.078219,0.0012304,0,0,0,0,0.014583,0.0055081,4.024,82.049,79.123,2.8534,NaN,-24.917,469.05,316.2,5e-3,3.9264
23.103,19814,43.137,-10.271,43.173,10.272,660.97,50.594,662.9,4.3772,1.7507,0.11048,28.61,-80.598,9.7731,0.16237,5.6702,2.1962,-0.57494,9644.8,4464,2.6093,0.019221,129.6,107.8,5.417,0.139,3463041,0,4.9053,0.94027,0.94035,0.29836,0.5194,0.12251,0.017229,0.078605,0.0014416,0,0,0,0,0.014674,0.0055015,4.024,82.049,79.111,2.8543,NaN,-24.918,469.03,316.2,5e-3,3.9266
23.108,19814,43.086,-10.27,43.122,10.27,661,50.601,662.93,4.3776,1.7501,0.11037,28.61,-80.598,9.7731,0.16317,5.6702,2.2004,-0.57625,9644.8,4464,2.6093,0.019221,129.6,107.8,5.4167,0.13884,3458994,0,4.8942,0.94032,0.9404,0.29842,0.51939,0.12251,0.017315,0.079351,0.0012596,0,0,0,0,0.014765,0.0054949,4.024,82.049,79.1,2.8552,NaN,-24.92,469.02,316.2,5e-3,3.9267
23.113,19815,43.035,-10.269,43.07,10.269,661.02,50.607,662.96,4.378,1.7496,0.11027,28.61,-80.598,9.7731,0.16398,5.6702,2.2047,-0.57754,9644.8,4464,2.6093,0.019221,129.6,107.8,5.4163,0.13868,3454949,0,4.883,0.94037,0.94044,0.29848,0.51938,0.1225,0.017402,0.07926,0.0014053,0,0,0,0,0.014857,0.0054884,4.024,82.049,79.089,2.8561,NaN,-24.921,469,316.2,5e-3,3.9268
23.118,19816,42.983,-10.268,43.019,10.268,661.05,50.614,662.99,4.3783,1.749,0.11017,28.61,-80.598,9.7731,0.16478,5.6702,2.209,-0.57883,9644.8,4464,2.6093,0.019221,129.6,107.8,5.4159,0.13852,3450904,0,4.8719,0.94041,0.94049,0.29855,0.51937,0.12249,0.017488,0.080246,8.9871e-4,0,0,0,0,0.014949,0.0054818,4.024,82.049,79.077,2.8571,NaN,-24.923,468.99,316.2,5e-3,3.9269
23.123,19816,42.932,-10.266,42.968,10.267,661.08,50.62,663.02,4.3787,1.7485,0.11007,28.61,-80.598,9.7731,0.1656,5.6702,2.2134,-0.5801,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4156,0.13836,3446860,0,4.8608,0.94046,0.94054,0.29861,0.51936,0.12249,0.017576,0.080532,5.9417e-4,0,0,0,0,0.015043,0.0054752,4.024,82.049,79.066,2.858,NaN,-24.924,468.98,316.19,5e-3,3.927
23.128,19817,42.881,-10.265,42.916,10.266,661.11,50.626,663.04,4.379,1.748,0.10996,28.61,-80.598,9.7731,0.16642,5.6702,2.2177,-0.58136,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4152,0.1382,3442816,0,4.8498,0.9405,0.94059,0.29867,0.51935,0.12248,0.017664,0.080729,0.001346,0,0,0,0,0.015137,0.0054686,4.024,82.049,79.054,2.8589,NaN,-24.925,468.96,316.19,5e-3,3.9271
23.133,19818,42.829,-10.264,42.865,10.265,661.14,50.633,663.07,4.3794,1.7474,0.10986,28.61,-80.598,9.7731,0.16724,5.6702,2.2221,-0.58263,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4148,0.13804,3438774,0,4.8387,0.94055,0.94063,0.29874,0.51934,0.12248,0.017752,0.081276,7.9261e-4,0,0,0,0,0.015231,0.0054621,4.024,82.049,79.043,2.8598,NaN,-24.927,468.95,316.19,5e-3,3.9273
23.138,19818,42.778,-10.263,42.814,10.264,661.16,50.639,663.1,4.3798,1.7469,0.10976,28.61,-80.598,9.7731,0.16807,5.6702,2.2264,-0.58389,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4144,0.13789,3434733,0,4.8276,0.9406,0.94068,0.2988,0.51933,0.12247,0.017841,0.080923,9.9695e-4,0,0,0,0,0.015327,0.0054555,4.024,82.049,79.031,2.8607,NaN,-24.928,468.94,316.19,5e-3,3.9275
23.143,19819,42.727,-10.262,42.762,10.262,661.19,50.646,663.13,4.3801,1.7463,0.10966,28.61,-80.598,9.7731,0.1689,5.6702,2.2308,-0.58514,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4141,0.13773,3430692,0,4.8166,0.94065,0.94073,0.29886,0.51932,0.12247,0.017931,0.081237,0.0014327,0,0,0,0,0.015423,0.0054489,4.024,82.049,79.02,2.8617,NaN,-24.93,468.92,316.19,5e-3,3.9277
23.148,19820,42.675,-10.261,42.711,10.261,661.22,50.652,663.16,4.3805,1.7458,0.10956,28.61,-80.598,9.7731,0.16974,5.6702,2.2352,-0.58638,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4137,0.13757,3426652,0,4.8056,0.94069,0.94078,0.29893,0.51931,0.12246,0.018021,0.082322,0.0010533,0,0,0,0,0.015519,0.0054424,4.024,82.049,79.008,2.8626,NaN,-24.931,468.91,316.19,5e-3,3.9279
23.153,19821,42.624,-10.259,42.66,10.26,661.25,50.658,663.19,4.3809,1.7453,0.10945,28.61,-80.598,9.7731,0.17058,5.6702,2.2396,-0.58762,9644.8,4464,2.6093,0.019221,129.59,107.8,5.4133,0.13741,3422613,0,4.7946,0.94074,0.94082,0.29899,0.5193,0.12245,0.018111,0.082216,0.0014325,0,0,0,0,0.015617,0.0054358,4.024,82.049,78.997,2.8635,NaN,-24.932,468.89,316.19,5e-3,3.928
23.158,19821,42.573,-10.258,42.609,10.259,661.28,50.665,663.21,4.3812,1.7447,0.10935,28.61,-80.598,9.7731,0.17143,5.6702,2.244,-0.58884,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4129,0.13725,3418575,0,4.7836,0.94079,0.94087,0.29905,0.51928,0.12245,0.018202,0.082674,0.0012153,0,0,0,0,0.015715,0.0054293,4.024,82.049,78.985,2.8644,NaN,-24.934,468.88,316.19,5e-3,3.9281
23.163,19822,42.521,-10.257,42.557,10.258,661.3,50.671,663.24,4.3816,1.7442,0.10925,28.61,-80.598,9.7731,0.17228,5.6702,2.2484,-0.59005,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4125,0.13709,3414538,0,4.7726,0.94083,0.94092,0.29912,0.51927,0.12244,0.018294,0.083288,0.0013665,0,0,0,0,0.015814,0.0054227,4.024,82.049,78.973,2.8654,NaN,-24.935,468.87,316.19,5e-3,3.9282
23.168,19823,42.47,-10.256,42.506,10.257,661.33,50.677,663.27,4.382,1.7437,0.10915,28.61,-80.598,9.7731,0.17314,5.6702,2.2529,-0.59126,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4121,0.13693,3410501,0,4.7616,0.94088,0.94097,0.29918,0.51926,0.12244,0.018386,0.08316,9.5571e-4,0,0,0,0,0.015913,0.0054161,4.024,82.049,78.962,2.8663,NaN,-24.937,468.85,316.19,5e-3,3.9284
23.173,19823,42.419,-10.255,42.455,10.255,661.36,50.684,663.3,4.3823,1.7431,0.10905,28.61,-80.598,9.7731,0.17401,5.6702,2.2574,-0.59245,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4117,0.13677,3406465,0,4.7507,0.94093,0.94102,0.29924,0.51925,0.12243,0.018479,0.08357,0.0014677,0,0,0,0,0.016014,0.0054096,4.024,82.049,78.95,2.8672,NaN,-24.938,468.84,316.19,5e-3,3.9286
23.178,19824,42.368,-10.254,42.403,10.254,661.39,50.69,663.33,4.3827,1.7426,0.10895,28.61,-80.598,9.7731,0.17488,5.6702,2.2618,-0.59365,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4113,0.13661,3402431,0,4.7398,0.94098,0.94107,0.29931,0.51924,0.12243,0.018573,0.084372,8.7508e-4,0,0,0,0,0.016115,0.005403,4.024,82.049,78.939,2.8681,NaN,-24.939,468.83,316.19,5e-3,3.9287
23.183,19825,42.316,-10.253,42.352,10.253,661.42,50.697,663.36,4.3831,1.7421,0.10885,28.61,-80.598,9.7731,0.17575,5.6702,2.2663,-0.59483,9644.8,4464,2.6093,0.019221,129.58,107.8,5.4109,0.13645,3398397,0,4.7288,0.94102,0.94111,0.29937,0.51923,0.12242,0.018667,0.085039,9.6246e-4,0,0,0,0,0.016216,0.0053965,4.024,82.049,78.927,2.8691,NaN,-24.941,468.81,316.18,5e-3,3.9288
23.188,19825,42.265,-10.252,42.301,10.252,661.44,50.703,663.38,4.3834,1.7415,0.10875,28.61,-80.598,9.7731,0.17663,5.6702,2.2708,-0.59599,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4105,0.13629,3394364,0,4.7179,0.94107,0.94116,0.29944,0.51922,0.12241,0.018761,0.085599,6.4021e-4,0,0,0,0,0.016319,0.0053899,4.024,82.049,78.915,2.87,NaN,-24.942,468.8,316.18,5e-3,3.9289
23.193,19826,42.214,-10.25,42.25,10.251,661.47,50.709,663.41,4.3838,1.741,0.10865,28.61,-80.598,9.7731,0.17751,5.6702,2.2753,-0.59713,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4101,0.13614,3390331,0,4.7071,0.94112,0.94121,0.2995,0.51921,0.12241,0.018856,0.085898,0.0012363,0,0,0,0,0.016422,0.0053833,4.024,82.049,78.903,2.8709,NaN,-24.944,468.78,316.18,5e-3,3.929
23.198,19827,42.163,-10.249,42.199,10.25,661.5,50.716,663.44,4.3842,1.7405,0.10855,28.61,-80.598,9.7731,0.1784,5.6702,2.2798,-0.5983,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4097,0.13598,3386300,0,4.6962,0.94117,0.94126,0.29957,0.5192,0.1224,0.018952,0.085903,0.0010038,0,0,0,0,0.016526,0.0053768,4.024,82.049,78.892,2.8718,NaN,-24.945,468.77,316.18,5e-3,3.9292
23.203,19828,42.111,-10.248,42.147,10.249,661.53,50.722,663.47,4.3845,1.7399,0.10844,28.61,-80.598,9.7731,0.1793,5.6702,2.2843,-0.59944,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4093,0.13582,3382269,0,4.6853,0.94122,0.94131,0.29963,0.51919,0.1224,0.019049,0.086003,0.001333,0,0,0,0,0.016631,0.0053702,4.024,82.049,78.88,2.8728,NaN,-24.946,468.76,316.18,5e-3,3.9293
23.208,19828,42.06,-10.247,42.096,10.248,661.55,50.729,663.5,4.3849,1.7394,0.10834,28.61,-80.598,9.7731,0.1802,5.6702,2.2889,-0.60057,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4089,0.13566,3378239,0,4.6745,0.94126,0.94136,0.29969,0.51918,0.12239,0.019145,0.08651,0.0014064,0,0,0,0,0.016736,0.0053637,4.024,82.049,78.868,2.8737,NaN,-24.948,468.74,316.18,5e-3,3.9294
23.213,19829,42.009,-10.246,42.045,10.246,661.58,50.735,663.52,4.3853,1.7389,0.10824,28.61,-80.598,9.7731,0.18111,5.6702,2.2934,-0.60169,9644.8,4464,2.6093,0.019221,129.57,107.8,5.4085,0.1355,3374211,0,4.6636,0.94131,0.94141,0.29976,0.51917,0.12239,0.019243,0.086828,0.0012845,0,0,0,0,0.016842,0.0053571,4.024,82.049,78.856,2.8746,NaN,-24.949,468.73,316.18,5e-3,3.9296
23.218,19830,41.958,-10.245,41.994,10.245,661.61,50.741,663.55,4.3856,1.7383,0.10815,28.61,-80.598,9.7731,0.18202,5.6702,2.298,-0.60279,9644.8,4464,2.6093,0.019221,129.56,107.8,5.4081,0.13534,3370182,0,4.6528,0.94136,0.94146,0.29982,0.51916,0.12238,0.019341,0.087986,0.0016606,0,0,0,0,0.016949,0.0053506,4.024,82.049,78.844,2.8755,NaN,-24.951,468.72,316.18,5e-3,3.9297
23.223,19830,41.906,-10.244,41.942,10.244,661.64,50.748,663.58,4.386,1.7378,0.10805,28.61,-80.598,9.7731,0.18294,5.6702,2.3026,-0.60389,9644.8,4464,2.6093,0.019221,129.56,107.8,5.4077,0.13518,3366155,0,4.642,0.94141,0.94151,0.29989,0.51915,0.12238,0.01944,0.08849,7.7369e-4,0,0,0,0,0.017057,0.005344,4.024,82.049,78.832,2.8765,NaN,-24.952,468.7,316.18,5e-3,3.9298
23.228,19831,41.855,-10.242,41.891,10.243,661.67,50.754,663.61,4.3864,1.7373,0.10795,28.61,-80.598,9.7731,0.18386,5.6702,2.3072,-0.60497,9644.8,4464,2.6093,0.019221,129.56,107.8,5.4072,0.13502,3362129,0,4.6312,0.94146,0.94156,0.29995,0.51913,0.12237,0.019539,0.088724,0.0012167,0,0,0,0,0.017166,0.0053374,4.024,82.049,78.82,2.8774,NaN,-24.953,468.69,316.18,5e-3,3.9299
23.233,19832,41.804,-10.241,41.84,10.242,661.69,50.761,663.64,4.3867,1.7367,0.10785,28.61,-80.598,9.7731,0.18479,5.6702,2.3118,-0.60605,9644.8,4464,2.6093,0.019221,129.56,107.8,5.4068,0.13486,3358103,0,4.6205,0.94151,0.94161,0.30002,0.51912,0.12236,0.019639,0.089319,0.001629,0,0,0,0,0.017275,0.0053309,4.024,82.049,78.809,2.8783,NaN,-24.955,468.68,316.18,5e-3,3.93
23.238,19832,41.753,-10.24,41.789,10.241,661.72,50.767,663.67,4.3871,1.7362,0.10775,28.61,-80.598,9.7731,0.18572,5.6702,2.3165,-0.60714,9644.8,4464,2.6093,0.019221,129.56,107.8,5.4064,0.13471,3354078,0,4.6097,0.94156,0.94166,0.30008,0.51911,0.12236,0.01974,0.089235,0.0015113,0,0,0,0,0.017386,0.0053243,4.024,82.049,78.797,2.8792,NaN,-24.956,468.66,316.18,5e-3,3.9302
23.243,19833,41.702,-10.239,41.738,10.24,661.75,50.773,663.69,4.3875,1.7357,0.10765,28.61,-80.598,9.7731,0.18666,5.6702,2.3211,-0.60821,9644.8,4464,2.6093,0.019221,129.56,107.8,5.406,0.13455,3350055,0,4.599,0.9416,0.94171,0.30015,0.5191,0.12235,0.019841,0.089484,0.001651,0,0,0,0,0.017497,0.0053178,4.024,82.049,78.785,2.8802,NaN,-24.958,468.65,316.17,5e-3,3.9303
